open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2026-05-09 14:20:00,80374.6,80390.5,80294.15,80318.23,32.95224,2026-05-09 14:24:59.999,2647261.70221250,5117,14.65478000,1177201.14815080,0
2026-05-09 14:25:00,80318.22,80344.41,80254.71,80324.11,63.26589,2026-05-09 14:29:59.999,5079557.96033160,5957,40.69363000,3267192.78071950,0
2026-05-09 14:30:00,80324.1,80344.19,80282.99,80283.0,18.78353,2026-05-09 14:34:59.999,1508626.59910010,3854,8.61548000,691931.92243640,0
2026-05-09 14:35:00,80283.0,80285.42,80254.86,80285.41,32.59476,2026-05-09 14:39:59.999,2616222.91103110,4191,14.07617000,1129785.16238380,0
2026-05-09 14:40:00,80285.42,80347.66,80271.37,80336.16,28.10267,2026-05-09 14:44:59.999,2256622.63894980,3146,20.17405000,1619913.15278090,0
2026-05-09 14:45:00,80336.17,80372.3,80336.16,80346.75,11.60167,2026-05-09 14:49:59.999,932232.47788970,2173,7.54157000,605982.62338590,0
2026-05-09 14:50:00,80346.76,80346.76,80258.64,80294.95,27.6734,2026-05-09 14:54:59.999,2222041.18849120,4676,7.81732000,627629.04000330,0
2026-05-09 14:55:00,80294.95,80347.36,80294.94,80332.22,24.51793,2026-05-09 14:59:59.999,1969418.43869860,3443,13.59069000,1091598.35418240,0
2026-05-09 15:00:00,80332.23,80349.4,80320.0,80327.45,7.61218,2026-05-09 15:04:59.999,611510.03047830,3203,2.97992000,239370.86738950,0
2026-05-09 15:05:00,80327.45,80327.46,80264.0,80264.0,45.58065,2026-05-09 15:09:59.999,3659621.41102500,5120,20.19671000,1621604.65135730,0
2026-05-09 15:10:00,80264.0,80299.82,80234.0,80299.81,57.72582,2026-05-09 15:14:59.999,4633948.30990150,5968,35.44586000,2845730.84570650,0
2026-05-09 15:15:00,80299.82,80388.68,80299.81,80360.22,32.06625,2026-05-09 15:19:59.999,2577036.14035750,5386,27.27979000,2192352.75613930,0
2026-05-09 15:20:00,80360.22,80407.75,80360.22,80385.57,19.039,2026-05-09 15:24:59.999,1530579.03504090,3519,14.02982000,1127868.28813540,0
2026-05-09 15:25:00,80385.57,80411.77,80385.56,80410.99,4.99125,2026-05-09 15:29:59.999,401308.27315640,2001,3.77490000,303503.60647990,0
2026-05-09 15:30:00,80410.99,80474.0,80410.99,80441.66,21.95993,2026-05-09 15:34:59.999,1766690.95583580,4894,16.58769000,1334441.32822740,0
2026-05-09 15:35:00,80441.65,80527.08,80441.65,80526.52,90.2363,2026-05-09 15:39:59.999,7263050.14374560,5602,76.92504000,6191333.08159580,0
2026-05-09 15:40:00,80526.52,80600.0,80447.48,80476.82,72.77455,2026-05-09 15:44:59.999,5858985.99193970,10694,27.89906000,2246686.10192460,0
2026-05-09 15:45:00,80476.82,80575.15,80476.82,80532.12,29.37985,2026-05-09 15:49:59.999,2365824.37293940,6221,17.18585000,1383969.53624540,0
2026-05-09 15:50:00,80532.12,80538.92,80513.24,80527.53,11.73078,2026-05-09 15:54:59.999,944635.10191350,2556,5.96925000,480658.92003540,0
2026-05-09 15:55:00,80527.54,80530.0,80508.75,80527.92,25.3822,2026-05-09 15:59:59.999,2043767.15880020,2788,13.71869000,1104627.28121930,0
2026-05-09 16:00:00,80527.92,80551.84,80487.4,80503.37,34.40239,2026-05-09 16:04:59.999,2770100.37054980,7350,17.75054000,1429263.74843030,0
2026-05-09 16:05:00,80503.37,80571.14,80503.37,80571.14,34.46382,2026-05-09 16:09:59.999,2775433.90216930,6215,16.66551000,1342074.36214410,0
2026-05-09 16:10:00,80571.14,80621.87,80563.5,80577.96,42.95097,2026-05-09 16:14:59.999,3461382.63983040,6311,29.79798000,2401395.93355920,0
2026-05-09 16:15:00,80577.96,80663.56,80577.96,80649.89,66.88258,2026-05-09 16:19:59.999,5393386.70009540,8148,31.49416000,2539511.68806870,0
2026-05-09 16:20:00,80649.88,80777.0,80645.16,80728.19,93.06526,2026-05-09 16:24:59.999,7511567.94221910,14288,57.21916000,4618448.35270360,0
2026-05-09 16:25:00,80728.19,80768.45,80644.71,80655.86,38.99894,2026-05-09 16:29:59.999,3147777.62532040,7183,16.95306000,1368444.97830790,0
2026-05-09 16:30:00,80655.85,80655.85,80618.74,80625.41,43.52362,2026-05-09 16:34:59.999,3509660.97241120,5638,20.87592000,1683338.25604510,0
2026-05-09 16:35:00,80625.41,80650.0,80614.43,80614.44,26.71611,2026-05-09 16:39:59.999,2154243.01842430,3875,9.97901000,804536.49743400,0
2026-05-09 16:40:00,80614.44,80639.38,80593.56,80638.57,18.54543,2026-05-09 16:44:59.999,1495108.65593700,4525,8.99932000,725546.60620850,0
2026-05-09 16:45:00,80638.57,80650.0,80621.81,80626.33,50.76192,2026-05-09 16:49:59.999,4093126.23244920,4128,20.37504000,1642836.72118570,0
2026-05-09 16:50:00,80626.32,80626.33,80596.12,80615.0,57.31874,2026-05-09 16:54:59.999,4620659.31369420,3179,52.12478000,4201959.40132160,0
